Prov,,Company name,Company Twitter,,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)  ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,,CEO's Twitter,Link to jobpage
AL,Old,layer,Layer,twitter.com/,twitter.com/Layer,11-50,"Imagine, Design, and Engage in the Perfect Customer Conversation",layer.com,"San Francisco, CA",USA,Ron Palmeri,,,https://twitter.com/RonP,https://layer.com/company/careers/#job-feed
Legacy,Old,Lazy Eight,lazyeightdesign,twitter.com/,twitter.com/lazyeightdesign,11-50,A creative agency on the cloud.,http://www.lazyeight.design/,New Delhi,India,Nav Chatterji,navchatterji,twitter.com/,twitter.com/navchatterji,http://www.lazyeight.in/clients/lazyeight/careers
remoteok,Old,Leadfeeder,leadfeederapp,twitter.com/,twitter.com/leadfeederapp,1-10,Sales leads from Google Analytics,https://www.leadfeeder.com/,Helsinki,Finland,Pekka Koskinen,,,https://twitter.com/pekkakoskinen,
Legacy,Old,LearnZillion,learnzillion,twitter.com/,twitter.com/learnzillion,11-50,EdTech; curriculum and prof. dev for K12,https://learnzillion.com,"Washington, DC",USA,Eric Westendorf,ericwestendorf,twitter.com/,twitter.com/ericwestendorf,https://learnzillion.com/p/company/
Legacy,Old,Let's Encrypt,letsencrypt,twitter.com/,twitter.com/letsencrypt,1-10,"Free, automated and open certificate authority for the public’s benefit.",https://letsencrypt.org/,"San Francisco, CA ",USA,Alex Polvi,polvi,twitter.com/,twitter.com/polvi,https://letsencrypt.org/jobs/
Legacy,Old,Librato,librato,twitter.com/,twitter.com/librato,11-50,"Collect, store, and visualize any metrics in minutes.",https://librato.com/,"San Francisco, CA",USA,Fred van den Bosch,fredvdbosch,twitter.com/,twitter.com/fredvdbosch,http://solarwinds.jobs/solarwinds-cloud/ 
Legacy,Old,Lightbend,lightbend,twitter.com/,twitter.com/lightbend,51-200,Dedicated to helping developers build Reactive applications on the JVM.,http://www.lightbend.com/,"San Francisco, CA ",USA,Mark Brewer,mabrewer7,twitter.com/,twitter.com/mabrewer7,http://www.lightbend.com/company/careers
Legacy,Old,Linaro,LinaroOrg,twitter.com/,twitter.com/LinaroOrg,201-500,Not-for-profit engineering organization,www.linaro.org/,"Cambridge, MA",USA,George Grey,gcgrey,twitter.com/,twitter.com/gcgrey,http://www.linaro.org/careers/
Legacy,Old,Lincoln Loop,lincolnloop,twitter.com/,twitter.com/lincolnloop,1-10,Full service web studio offering user experience & development ,https://lincolnloop.com/,"Chicago, IL ",USA,PETER BAUMGARTNER,ipmb,twitter.com/,twitter.com/ipmb,
WWR,Old,LitCharts,litcharts,twitter.com/,twitter.com/litcharts,1-10,Browse 527 LitCharts Literature Guides,https://www.litcharts.com/,"New York, NY",USA,Ben and Justin,,,,https://www.litcharts.com/
Legacy,Old,Litmus,litmusapp,twitter.com/,twitter.com/litmusapp,11-50,Litmus tests and tracks your email campaigns so you can always put your best design forward.,https://litmus.com/,"Cambridge, MA",USA,Paul Farnell,unsalted,twitter.com/,twitter.com/unsalted,https://litmus.com/jobs/
,New,Littlelines,,,twitter.com/littlelines,1-10,Connecting the dots since 2007 - Ruby on Rails & Elixir,https://littlelines.com/,"Dayton, OH",USA,Matt Sears ,,,,
Legacy,Old,LiveMentor,_livementor,twitter.com/,twitter.com/_livementor,11-50,Online education website,https://www.livementor.com/,Paris,France,Alexandre Dana,alexandredana,twitter.com/,twitter.com/alexandredana,https://livementor.workable.com/
Legacy,Old,Living Social,LivingSocial,twitter.com/,twitter.com/LivingSocial,501-1000,Online marketplace that allows clients to buy and share things to do in their city,https://www.livingsocial.com,"Washington, DC",USA,Gautam Thakar,,,,jobs.livingsocial.com
Legacy,Old,Localistico,localistico,twitter.com/,twitter.com/localistico,1-10,Localistico make local businesses easier to find online.,http://localistico.com/,London,UK,Ricardo Varela,phobeo,twitter.com/,twitter.com/phobeo,https://angel.co/localistico/jobs
remoteok,Old,loco2,loco2,twitter.com/,twitter.com/loco2,11-50,Make booking trains anywhere in Europe as easy and affordable as possible,https://loco2.com/,London,UK,Jamie Andrews,,,https://twitter.com/jamieandrews,https://loco2.com/en/careers/
,New,Locus Health,,,twitter.com/locus_health,11-50,Remote care solutions for population health,https://www.locushealth.com/,"Charlottesville, VA",USA,Kirby Farrell,,,,
Legacy,Old,log,log_oscon,twitter.com/,twitter.com/log_oscon,1-10,WordPress and User Experience,https://log.pt/,Lisbon,Portugal,João Gomes,,,,
,New,Logical Engine,,,twitter.com/logicalengine1,11-50,Solve problems with innovative solutions that build better businesses. ,https://www.logicalengine.com/,"Newburyport, MA",USA,Tom Droste,,,,
WWR,Old,Logikcull ,logikcull,twitter.com/,twitter.com/logikcull,51-200,We're putting an end to eDiscovery with Discovery Automation,https://logikcull.com/jobs/,"San Francisco, CA",USA,Andy Wilson,,,https://twitter.com/iDedupe,logikcull.com/jobs
Legacy,Old,Logmein,LogMeIn,twitter.com/,twitter.com/LogMeIn,501-1000,Get In and go with remote access from LogMeIn,https://secure.logmein.com/,"Boston, MA",USA,Michael K. Simon,,,,https://www.logmeininc.com/careers
,Old,Loom,,,twitter.com/@useloom,11-50,Faster than typing. We create simple software for you to be your most authentic self ,https://www.useloom.com/,"San Francisco, CA",USA,Joe Thomas,,,https://twitter.com/yoyo_thomas,
,New,Loot Crate,,,twitter.com/lootcrate,1-10,Loot Crate is the worldwide leader in fan subscription boxes.,https://www.lootcrate.com,"Los Angeles, CA",USA,Chris Davis,,,,
,New,Lorem,,,twitter.com/asklorem,51-200,Don’t waste another second searching for freelance work online.,https://www.asklorem.com/,"New York, NY",USA,Sam Wilcoxon,,,https://twitter.com/samwilcoxon,
Legacy,Old,LoveToKnow,lovetoknow,twitter.com/,twitter.com/lovetoknow,51-200,Provides expert advice on the topics you need.,http://www.lovetoknow.com/,"Burlingame, CA",USA,Howard Love,howardlove,twitter.com/,twitter.com/howardlove,http://www.lovetoknow.com/Careers/careers.html
Legacy,Old,Loyal,loyalhealth,twitter.com/,twitter.com/loyalhealth,1-10,Transparency tools for health systems,https://www.loyalhealth.com,"Atlanta, GA",USA,Chad mallory,,,https://twitter.com/chadmallory,https://www.loyalhealth.com/careers
Legacy,Old,Lullabot,lullabot,twitter.com/,twitter.com/lullabot,51-200,"Top strategy, design, and development agency specializing in high-performance projects",https://www.lullabot.com/,"Providence, RI",USA,Jeff Robbins,jjeff,twitter.com/,twitter.com/jjeff,https://www.lullabot.com/jobs
Legacy,Old,Lumiserv,lumiserv,twitter.com/,twitter.com/lumiserv,1-10,Mission critical DevOps & cloud management,https://lumiserv.com,Bournemouth,UK,Rad Dougall,raddougall,twitter.com/,twitter.com/raddougall,https://lumiserv.com/careers-jobs/
Legacy,Old,Lynx Technology Partners,lynxpartners,twitter.com/,twitter.com/lynxpartners,11-50,Regulatory compliance tools,https://lynxgrc.com/,"New York, NY",USA,Rich Hlavka,richhlavka,twitter.com/,twitter.com/richhlavka,https://lynxgrc.com/careers/
WWR,Old,Machinio,machinio,twitter.com/,twitter.com/machinio,11-50,used machinery marketplace,https://www.machinio.com/careers/,"Chicago, IL",USA,Dmitriy Rokhfeld,,,,www.machinio.com
Legacy,Old,mailparser.io,mailparser,twitter.com/,twitter.com/mailparser,1-10,Liberate Data Trapped Inside E-mails,https://mailparser.io/,Paris,France,Moritz Dausinger,mdausinger,twitter.com/,twitter.com/mdausinger,
,New,Mailprotector,,,twitter.com/mailprotector,11-50,Providing vital email services,https://www.mailprotector.com/,"Greenville, SC",USA,David Setzer,,,,
,New,MailTag.io,,,twitter.com/MailTagio,1-10,"Helping sales professionals make more sales, in less time.",https://www.mailtag.io/,"Phoenix, AZ",USA,Alex Edson,,,,
,New,Maître,,,N/A,1-10,Word of mouth that drive sales.,https://maitreapp.co/,London,UK,,,,,
Legacy,Old,Make Works,MakeWorksTO,twitter.com/,twitter.com/MakeWorksTO,11-50,Canada’s leading shared R&D lab and co-working space,http://www.makeworks.com/,Toronto,Canada,Mike Stern,,,,
WWR,Old,Manage Social,ManageFlitter,twitter.com/,twitter.com/ManageFlitter,1-10, easy to use tools to empower you to work smarter and faster with Twitter,https://manageflitter.com/careers,Sydney,Australia,Kevin Garber,,,https://twitter.com/ke_ga,https://manageflitter.com/careers
Legacy,Old,Mapbox ,mapbox,twitter.com/,twitter.com/mapbox,51-200,Map integration tools for various platforms.,https://www.mapbox.com/,Washington,USA,Eric Gundersen,ericg,twitter.com/,twitter.com/ericg,https://www.mapbox.com/jobs/
,New,Mapillary,,,twitter.com/mapillary,11-50,Street-level imagery platform that uses computer vision to fix the world’s maps,https://www.mapillary.com/,Malmo,Sweden,Johan Gyllenspetz,,,https://twitter.com/gyllen,
Legacy,Old,MariaDB,mariadb,twitter.com/,twitter.com/mariadb,1-10,MariaDB and MySQL development and support,https://mariadb.com,"Menlo Park, CA ",USA,Michael Howard,,,,https://mariadb.com/
,New,Marketade,,,twitter.com/marketade,1-10,Lean UX consulting,https://www.marketade.com/,"Washington, DC",USA,John Nicholson,,,,
,New,MarketGoo,,,twitter.com/mktgoo,11-50,Easy SEO Tools for SMBs,www.marketgoo.com ,Madrid,Spain,Wences Garcia,,,twitter.com/wencesg,
Legacy,Old,MarkIT.eu,markit_eu,twitter.com/,twitter.com/markit_eu,51-200,MarkIT is an online IT purchasing system for companies. ,http://markit.eu/,Tallinn,Estonia,Andres Agasild,,,,Linkedin
Lukasz,Old,MarsBased,MarsBased,twitter.com/,twitter.com/MarsBased,11-50,Design & development consultancy,https://marsbased.com/jobs/,Barcelona,Spain,Àlex Rodríguez Bacardit,,,http://www.twitter.com/lexrodba,https://marsbased.com/jobs/
,New,Marvel Prototyping,,,twitter.com/marvelapp,1-10,Enable everyone to bring their ideas to life with Marvel,https://marvelapp.com/,London,UK,,,,,
remoteok,Old,Mattermost,mattermosthq,twitter.com/,twitter.com/mattermosthq,11-50,"Open source, private cloud Slack-alternative",https://jobs.lever.co/mattermost/,"Palo Alto, CA",USA,Ian Tien,,,https://twitter.com/iantien,https://jobs.lever.co/mattermost/
Legacy,Old,Mavens,mavens,twitter.com/,twitter.com/mavens,51-200,Cloud software solutions that are connecting,https://mavens.com/,"Chicago, IL",USA,Prasad Kanumury,pkanumury,twitter.com/,twitter.com/pkanumury,https://mavens.com/careers/
Legacy,Old,Mcbeard Media,mcbeard,twitter.com/,twitter.com/mcbeard,51-200, team of copywriters and designers creating the social media content that great brands share,http://mcbeard.tumblr.com/,"Los Angeles, CA",USA,Alan Beard,,,,Linkedin
Legacy,Old,MCF Technology Solutions,MCFTechnology,twitter.com/,twitter.com/MCFTechnology,51-200,"MCF Technology Solutions (MCFTech) delivers Services, Strategy..",https://www.mcftech.com/,"Lorain, OH",USA,Govind Davis,,,,https://www.mcftech.com/careers/
,New,Mealthy,,,twitter.com/MealthyRecipes,11-50,Healthy Cooking Made Easy,https://mealthy.com/,"Austin, TX",USA,,,,,
Legacy,Old,Mediacurrent,mediacurrent,twitter.com/,twitter.com/mediacurrent,11-50,Full service Drupal agency,http://www.mediacurrent.com/,"Atlanta, GA",USA,Jeff Diecks,jeffdiecks,twitter.com/,twitter.com/jeffdiecks,http://www.mediacurrent.com/about/careers
Legacy,Old,Meet Edgar,meetedgar,twitter.com/,twitter.com/meetedgar,1-10,Automates social media marketing by building a library of your best content,https://meetedgar.com/,,USA,Laura Roeder,,,twitter.com/lkr,https://meetedgar.com/careers/
,New,Mega,,,twitter.com/mega_int,51-200,Help clients engage customers & ultimately grow revenue.,https://www.mega.com,Paris,France,Lucio de Risi,,,,
Legacy,Old,Member Up,member_up,twitter.com/,twitter.com/member_up,1-10,Services and products for membership sites,https://memberup.co/,,USA,Michael Steele,el_steele,twitter.com/,twitter.com/el_steele,
,New,MercuryWorksCraft ,,,twitter.com/Mercury_Works,1-10,"create apps, solve wicked problems and forge passionate client relationships",mercuryworks.com,"Tampa, FL",USA,,,,,
,New,Mesosphere,,,twitter.com/mesosphere,201-500,Mesosphere is democratizing the modern infrastructure.,https://mesosphere.com/,"San Francisco, CA",USA,Florian Leibert,,,twitter.com/flo,
,New,MetaCommunications,,,twitter.com/metacomm,501-1000,Project management software for the world’s best creative teams.,https://www.workgroups.com/,"Iowa City, IA",USA,Gregg Hammann,,,,
Legacy,Old,MetaLab,metalab,twitter.com/,twitter.com/metalab,11-50,We make interfaces.,http://metalab.co/,?,USA,Andrew Wilkinson,awilkinson,twitter.com/,twitter.com/awilkinson,http://metalab.co/careers/
Legacy,Old,Metaluxo IT Security,metaluxo,twitter.com/,twitter.com/metaluxo,1-10,IT Security services,https://en.metaluxo.com/,London,UK,,,,,https://angel.co/metaluxo-it-security/jobs
Legacy,Old,Metamaterial Technologies,metamaterialtec,twitter.com/,twitter.com/metamaterialtec,11-50,MTI's technology solves the world's most challenging problems in optics,www.metamaterial.com/,"Halifax, Nova Scotia",Canada,George Palikaras,palikaras,twitter.com/,twitter.com/palikaras,http://www.metamaterial.com/join-our-team
Legacy,Old,Meteor,meteorjs,twitter.com/,twitter.com/meteorjs,501-1000,Meteor is a complete platform for building web and mobile apps in pure JavaScript.,https://www.meteor.com,"San Francisco, CA",USA,Geoff Schmidt,immir,twitter.com/,twitter.com/immir,https://www.meteor.com/jobs
Legacy,Old,Midokura,midokura,twitter.com/,twitter.com/midokura,51-200,Enterprise Network Virtualization that works,http://www.midokura.com/,Tokyo,Japan,Dan Mihai Dumitriu,dumitriu,twitter.com/,twitter.com/dumitriu,http://www.midokura.com/about-midokura/careers/
Legacy,Old,Mightycast,mightycast,twitter.com/,twitter.com/mightycast,11-50,Creative minds from doodlers to tinkerers focused on the future of wearable devices,http://www.thenexband.com/,"Montreal, QC",Canada,Adam Adelman,,,,
,New,MiMedx,,,twitter.com/MiMedx,51-200,Regenerative biologics utilizing human placental tissue allografts,https://mimedx.com/,"Marietta, GA",USA,David Coles,,,,
,New,MindSciences,,,N/A,1-10,Addressing unwanted behaviors and bad habits through evidence-based mindfulness.,claritasmind.com,"Boston, MA",USA,Judson Brewer,,,,
,Old,Minter.io,,,twitter.com/minter_io,1-10,Instagram Analytics,https://minter.io/,London,UK,Mike Minter,,,https://twitter.com/mike_mntr,
Legacy,Old,Mixcloud,mixcloud,twitter.com/,twitter.com/mixcloud,11-50,Mixcloud is an online radio channel providing radio content and DJ music.,https://www.mixcloud.com/,London,UK,Mat Clayton,matclayton,twitter.com/,twitter.com/matclayton,https://www.mixcloud.com/jobs/
Legacy,Old,Mixmax,mixmaxhq,twitter.com/,twitter.com/mixmaxhq,11-50,Upgrading email to the 21st century,https://mixmax.com/,"San Francisco, CA",USA,Olof Mathé,olofster,twitter.com/,twitter.com/olofster,https://mixmax.com/careers/
Lukasz,Old,Mobile Jazz,mobilejazzcom,twitter.com/,twitter.com/mobilejazzcom,11-50,The #1 Boutique App & Web Development Company,https://mobilejazz.com/jobs,Barcelona,Spain,Stefan Klumpp,,,https://twitter.com/stefanklumpp,https://mobilejazz.com/
Legacy,Old,"Mobility Labs, Inc.",mobilejazzcom,twitter.com/,twitter.com/MobilityLabs,11-50,We build digital tools for social good.,http://www.mobility-labs.com/,"Washington, DC",USA,Sean Perkins,seanperkins1,twitter.com/,twitter.com/seanperkins1,http://www.mobility-labs.com/careers#available-positions
,New,Mobiquity,,,twitter.com/mobiquityinc,201-500,Customized mobile solutions at the enterprise level,www.mobiquityinc.com,Amsterdam,The Netherlands,,,,,
Legacy,Old,Mobomo,MobomoApps,twitter.com/,twitter.com/MobomoApps,11-50,Software product development,https://www.mobomo.com/,"Washington, DC",USA,Barg Upender,bargupender,twitter.com/,twitter.com/bargupender,https://www.mobomo.com/careers/
,New,Modern Tribe,,,twitter.com/ModernTribeInc,51-200,To give consumers the power to make informed purchasing decisions.,https://tri.be,"San Francisco, CA",USA,,,,,
remoteok,Old,Modus-create,ModusCreate,twitter.com/,twitter.com/ModusCreate,11-50,digital design-build agency driven by world-class talent.,https://moduscreate.com/who-we-are/,"Reston, VA",USA,Patrick Sheridan,,,https://twitter.com/sheridap,https://moduscreate.com/who-we-are/
Legacy,Old,Mokriya,mokriya,twitter.com/,twitter.com/mokriya,11-50,"Crafting Smart, beautiful software for mobile, IoT, and beyond.",mokriya.com,"Cupertino, CA",USA,Sunil Kanderi,Sunil01,twitter.com/,twitter.com/Sunil01,indeed / angel list
remoteok,Old,Moltin,moltin,twitter.com/,twitter.com/moltin,11-50,commerce brought to life,https://moltin.recruiterbox.com/,"Boston, MA",USA,Jamie Holdroyd,,,https://twitter.com/jHoldroyd,https://moltin.recruiterbox.com/
AL,Old,Moment,moment,twitter.com/,twitter.com/moment,11-50,Maker of the world's best products for mobile photography.,https://www.shopmoment.com/careers,"Seattle, WA",USA,Marc Barros,,,https://twitter.com/marcbarros,https://www.shopmoment.com/careers
Legacy,Old,Moo.do,moodoapp,twitter.com/,twitter.com/moodoapp,1-10,"Organize everything in your life: projects, to-do lists, appointments..",https://www.moo.do/,"Seattle, WA",USA,Jay Meistrich,jmeistrich,twitter.com/,twitter.com/jmeistrich,
,New,Moodle,,,twitter.com/moodle,11-50,Open source Learning Platform,https://moodle.com/,"Perth, WA",Australia,Martin Dougiamas,,,https://twitter.com/moodler,
Legacy,Old,Moondo,Moondo_CL,twitter.com/,twitter.com/Moondo_CL,1-10,online shopping from spain,http://moondo.cl/,Santiago/London,UK,Andres Tocornal,,,,
Legacy,Old,Moraware,moraware,twitter.com/,twitter.com/moraware,1-10,Software for countertop fabricators,http://www.moraware.com/,"Reno, NV",USA,Ted Pitts,ted_pitts,twitter.com/,twitter.com/ted_pitts,http://www.moraware.com/company/careers/
,New,Mosalingua,mosalingua,?,twitter.com/mosalingua,11-50,Method for learning languages on a smartphone,https://www.mosalingua.com/en/,Lyon,France,Luca Sadurny,,,twitter.com/lucasadurny,
Legacy,Old,MotorLot,motorlot,twitter.com/,twitter.com/motorlot,1-10,Get your auto dealer management software guaranteed to drive sales,motorlot.com/,"Scottsdale, AZ",USA,Korey Bachelder,koreyb,twitter.com/,twitter.com/koreyb,angel list linkedin
,New,Moveon.org,,,twitter.com/moveon,11-50,Nonpartisan education and advocacy on important national issues.,https://front.moveon.org/,"Washington, DC",USA,Anna Galland,,,,
Legacy,Old,Moz,Moz,twitter.com/,twitter.com/Moz,51-200,SEO Tools,https://moz.com/,"Seattle, WA",USA,Sarah Bird,sarahbird,twitter.com/,twitter.com/sarahbird,https://moz.com/about/jobs
Legacy,Old,Mozilla,mozilla,twitter.com/,twitter.com/mozilla,501-1000,Fights to keep the Internet a global public resource open and accessible to all.,https://www.mozilla.org,"Mountain View, CA",USA,Chris Beard,cbeard,twitter.com/,twitter.com/cbeard,https://careers.mozilla.org/en-US/
WWR,Old,Much Better Adventures,muchbetteradven,twitter.com/,twitter.com/muchbetteradven,1-10,Award-winning adventures with the best local guides and hosts around the world.,https://muchbetteradventures.workable.com/,London,UK,,,,https://twitter.com/alexnarra,https://www.muchbetteradventures.com
,New,Myagi,,,twitter.com/Myagiapp,11-50,The choo-choo train for retail's Knowledge Supply Chain,https://myagi.com/,"San Francisco, CA",USA,Alex McLeod,,,,
Legacy,Old,MyOnlineSchool,MyOnlineSchool,twitter.com/,twitter.com/MyOnlineSchool,1-10," Learning with the experts. Providing certified online courses, taught by bestselling authors.",http://www.my-online-school.co.uk/,,USA,Elspeth Briscoe,Elspeth,twitter.com/,twitter.com/Elspeth,
Legacy,Old,mySociety,mysociety,twitter.com/,twitter.com/mysociety,11-50,Websites that help citizens demand better,https://www.mysociety.org/,,England,Mark Cridge,markcridge,twitter.com/,twitter.com/markcridge,https://www.mysociety.org/about/careers/
Legacy,Old,MySQL,MySQL,twitter.com/,twitter.com/MySQL,201-500,"The software's official homepage with news, downloads and documentation.",https://www.mysql.com/,"Cupertino, CA",USA,Marten Mickos,martenmickos,twitter.com/,twitter.com/martenmickos,https://www.mysql.fr/about/jobs/
WWR,Old,NationBuilder,NationBuilder,twitter.com/,twitter.com/NationBuilder,11-50,Software for leaders,http://nationbuilder.com/job_list,"Los Angeles, CA",USA,Lea Endres,,,,http://nationbuilder.com
Legacy,Old,nClouds,n_Clouds,twitter.com/,twitter.com/n_Clouds,11-50,nClouds is a leading service provider for dev ops,https://www.nclouds.com/,"San Jose, CA",USA,JT Giri,,,,https://www.nclouds.com/careers
Legacy,Old,Nearform,nearForm,twitter.com/,twitter.com/nearForm,51-200,Node.js software consulting,http://www.nearform.com/,,Ireland,Cian Ó Maidín,cianomaidin,twitter.com/,twitter.com/cianomaidin,http://www.nearform.com/careers/
,New,Nebulab,,,twitter.com/nebulab_it,1-10,Nebulab is a digital consulting company. ,https://nebulab.it/,,Italy, Guillermo Vela,,,,
Legacy,Old,Netguru,netguru,twitter.com/,twitter.com/netguru,51-200,Web and mobile development shop,https://www.netguru.co/,Poznan,Poland,Wiktor Schmidt,wiktorschmidt,twitter.com/,twitter.com/wiktorschmidt,https://www.netguru.co/career/meet-us
,New,Netlify,,,twitter.com/netlify,11-50,Automates code; creating highly-performant sites and web-apps.,https://www.netlify.com/,"San Francisco, CA",USA,Matt Biilmann,,,,
Lukasz,Old,Netsparker,netsparker,twitter.com/,twitter.com/netsparker,11-50,Web Application Security Scanner.,https://www.netsparker.com/jobs/,London,UK,Ferruh Mavituna,,,https://twitter.com/fmavituna,https://www.netsparker.com/
Legacy,Old,Network Ninja,networkninja,twitter.com/,twitter.com/networkninja,11-50,Customizable Management Software,https://networkninja.com/,"Chicago, IL",USA,Matthew Bochneak,mattbochneak,twitter.com/,twitter.com/mattbochneak,https://networkninja.com/jobs/
Legacy,Old,New Context,newcontext,twitter.com/,twitter.com/newcontext,11-50,New Context specialize in Lean Security,https://www.newcontext.com/,"San Francisco, CA ",USA,Daniel Riedel,riedelinc,twitter.com/,twitter.com/riedelinc,https://www.newcontext.com/careers/
,New,NEX,,,N/A,1-10,We make it easy to trade and manage digital assets,http://www.nexopportunities.com/about,London,UK,Steve Gibson,,,,
Legacy,Old,Next Big Sound ,nextbigsound,twitter.com/,twitter.com/nextbigsound,11-50,Analytics and Insights for the Music Industry.,https://www.nextbigsound.com/,"New York, NY ",USA,Alexander S. White,mralexwhite,twitter.com/,twitter.com/mralexwhite,http://pandora.com/careers/product-technology
Legacy,Old,NIFTIT,NIFTIT,twitter.com/,twitter.com/NIFTIT,11-50,We build all things digital.,https://niftit.com/,"New York, NY",USA,Khoa Quach,niftykhoa,twitter.com/,twitter.com/niftykhoa,https://niftit.recruiterbox.com/
,New,NinjaCat,,,twitter.com/NinjaCatPPC,1-10,All-in-one reporting solution for leading digital marketing agencies,https://www.ninjacat.io/,"New York, NY",USA,Paul Deraval,,,,
Lukasz,Old,Niteoweb,niteoweb,twitter.com/,twitter.com/niteoweb,1-10,Employing tech enthusiasts from all over the world who love to build cool stuff.,https://www.niteoweb.com/careers,Ljubljana,Slovenia,Necj Zupan,,,https://twitter.com/nzupan,https://www.niteoweb.com/careers
Legacy,Old,NodePing,nodeping,twitter.com/,twitter.com/nodeping,1-10,Server monitoring service,https://nodeping.com/,AZ,USA,Shawn Parrish,shawnpar,twitter.com/,twitter.com/shawnpar,
Legacy,Old,NodeSource ,NodeSource,twitter.com/,twitter.com/NodeSource,11-50,"Node.js Support, Training and Consulting for the Enterprise, Worldwide.",https://nodesource.com,,USA,Joe McCann,joemccann,twitter.com/,twitter.com/joemccann,angel list
Legacy,Old,NodeSWAT,nodeSWAT,twitter.com/,twitter.com/nodeSWAT,1-10,Our software takes your business to a new level. ,https://www.nodeswat.com/,Tallinn,Estonia,Rait Ojasaar,raitens,twitter.com/,twitter.com/raitens,angel list
,New,Noiiz,,,twitter.com/noiizinc,1-10,Better touch experience for your content,https://www.noiiz.com/,Freiburg,Switzerland,Dennis Willener,,,,
,New,Nomics,,,twitter.com/nomicsfinance,1-10,cryptocurrency & bitcoin (market data) API ,https://nomics.com/,"Minneapolis, MN",USA,Clay Collins,,,twitter.com/ClayCollins,
Legacy,Old,NoRedInk,noredink,twitter.com/,twitter.com/noredink,11-50,Online grammar software,https://www.noredink.com/,"San Francisco, CA",USA,Jeff Scheur,jscheur,twitter.com/,twitter.com/jscheur,https://www.noredink.com/jobs
,Old,Notepad Studio,,,twitter.com/notepadstudio,1-10,Brand agency based largely in Birmingham with a satellite office in London,http://notepadstudio.com,London,UK,Naeem Alvi,,,N/A,
Legacy,Old,Novoda,novoda,twitter.com/,twitter.com/novoda,51-200,Novoda specialise in developing high quality Android & iOS platform software,https://www.novoda.com/,London,UK,Kevin (Bryden) McDonagh,kevinmcdonagh,twitter.com/,twitter.com/kevinmcdonagh,https://www.novoda.com/hiring
,New,NovuHealth,,,twitter.com/novuhealth,11-50,Consumer health engagement company,https://www.novu.com/,"Minneapolis, MN",USA,Jim Wicka,,,,
WWR,Old,Nugg,GetNugg,twitter.com/,twitter.com/GetNugg,11-50,On Demand Cannabis Marketplace,https://www.getnugg.com/,"Los Angeles, CA",USA,Kam Babazade,,,,www.getnugg.com
StackO Jobs,Old,Numbrs,Numbrs,twitter.com/,twitter.com/Numbrs,51-200,customer-centric financial services company,https://www.centralway.com/uk/careers/open-positions,Zurich,Switzerland,Oyvind Oanes,,,https://twitter.com/OyvindOanes,https://www.centralway.com/uk/careers/open-positions
Legacy,Old,nVisium,invisium,twitter.com/,twitter.com/invisium,11-50,Application security services and products,https://nvisium.com/,"Herndon, VA",USA,Jack Mannino,jack_mannino,twitter.com/,twitter.com/jack_mannino,https://nvisium.com/careers/
,New,NymCard,,,twitter.com/NymCard,201-500,Mobile payment experience,https://www.nymcard.com/,Beirut,Lebanon,Omar Onsi,,,,
Legacy,Old,O'Reilly Media,oreillymedia,twitter.com/,twitter.com/oreillymedia,201-500,Publishes and shares information and knowledge on computer tech topics.,http://www.oreilly.com/,"Sebastopol, CA",USA,Tim O'Reilly,timoreilly,twitter.com/,twitter.com/timoreilly,http://www.oreilly.com/jobs/
StackO Jobs,Old,Octopus Deploy,OctopusDeploy,twitter.com/,twitter.com/OctopusDeploy,11-50,most popular deployment automation server in the world,https://octopus.com/company,"Birsbane, QLD",Australia,Paul Stovell,,,https://twitter.com/paulstovell,https://octopus.com/company
,New,Oddball,,,twitter.com/oddballio,1-10,high-end boutique dev shop,https://oddball.io/,"Los Angeles, CA",USA,Travis Sorensen,,,,
Legacy,Old,Oh My George,ohmygeorgeapp,twitter.com/,twitter.com/ohmygeorgeapp,1-10,a CandyCrush-style financial trading platform,www.ohmygeorge.com,Bangkok,Thailand,Lucien Tavano,,,,
Legacy,Old,OK GROW!,ok_grow,twitter.com/,twitter.com/ok_grow,11-50,Web and mobile app development in Toronto,https://www.okgrow.com/,Toronto,Canada,Paul Dowman,pauldowman,twitter.com/,twitter.com/pauldowman,https://www.okgrow.com/join-us
Legacy,Old,Olark,olark,twitter.com/,twitter.com/olark,11-50,Over 10000 companies rely on Olark live chat to answer customers,https://www.olark.com,"San Francisco, CA",USA,Ben Congleton,jaminben,twitter.com/,twitter.com/jaminben,https://www.olark.com/jobs
Legacy,Old,Olo,olo,twitter.com/,twitter.com/olo,51-200,Online Ordering for Restaurants,http://www.olo.com/,"New York, NY",USA,Noah Glass,nhglass,twitter.com/,twitter.com/nhglass,http://www.olo.com/company/#careers
,New,OmniAccess,,,twitter.com/OmniAccess,11-50,World-leading enterprise in high-end VSAT airtime services,https://www.omniaccess.com/,Palma de Mallorca,Spain,Bertrand Hartman,,,,
,New,OneSky,,,twitter.com/oneskyapp,11-50,Full-stack Localization Solution,http://www.oneskyapp.com/,Hong Kong,HK,Greg Sung,,,,
